mmsi,latitude,longitude,start_timestamp,end_timestamp,median_speed_knots,total_event_duration_hours,illegal
277397000,-38.43766785,-80.68638611,2016-07-23T03:00:32Z,2016-07-23T12:58:31Z,1.14653911,10.04444444,TRUE
529781000,-35.12765121,-55.71754456,2015-03-20T14:09:40Z,2015-03-21T01:09:56Z,0.09099717,11.00444444,TRUE
616885000,11.95629978,-17.13328934,2013-01-11T06:14:02Z,2013-01-11T23:15:26Z,0.221094555,20.28069444,TRUE
311029000,10.74600029,-82.8125,2016-09-08T01:25:53Z,2016-09-08T08:28:34Z,1.710914132,8.817777778,TRUE
616757000,4.128640175,-4.441968441,2012-09-11T22:26:17Z,2012-09-12T08:23:17Z,1.452488841,11.40833333,TRUE
412420105,40.7296,-177.3625867,2017-07-08T08:24:26Z,2017-07-08T14:56:29Z,1.64395347,10.13722222,TRUE
636009737,-47.19720078,-59.97512054,2015-04-12T23:10:25Z,2015-04-13T05:38:48Z,1.468288236,10.49458333,TRUE
636017161,-3.893866777,86.02513123,2016-02-23T00:00:48Z,2016-02-23T07:59:18Z,0.69518619,8.034583333,TRUE
273815050,55.80558395,149.4240112,2015-02-20T04:56:23Z,2015-02-20T12:25:55Z,0.928587461,9.079305556,TRUE
273384970,69.52873993,36.32166672,2017-07-22T05:33:57Z,2017-07-22T20:06:18Z,0.870532998,15.71402778,TRUE
636017162,-21.02936554,5.044040203,2016-01-26T05:00:28Z,2016-01-26T11:59:00Z,1.344201797,9.212638889,TRUE
725000971,-45.47298813,-72.82141113,2017-07-13T12:33:32Z,2017-08-14T06:28:37Z,0.001433267,765.6329167,TRUE
273842700,53.45408249,165.1597137,2013-05-23T03:06:08Z,2013-05-23T10:38:19Z,0.669750966,9.169305556,TRUE
374410000,-4.333399773,-87.50731659,2017-08-22T10:29:50Z,2017-08-22T17:31:42Z,0.607184488,9.225277778,TRUE
514666000,17.9877491,-69.18709564,2014-02-11T03:15:13Z,2014-02-11T19:13:55Z,0.791915157,17.30541667,TRUE
357642000,-46.60266495,-60.64266586,2012-03-05T02:36:31Z,2012-03-05T12:06:19Z,0.715720401,10.87416667,TRUE
373962000,26.3210659,-41.48132324,2015-04-10T04:13:13Z,2015-04-10T11:59:50Z,0.853646728,8.595416667,TRUE
371210000,-45.16568756,-60.16700745,2013-02-17T04:11:51Z,2013-02-17T13:42:31Z,0.465657164,10.89722222,TRUE
800668688,13.96672153,58.46713257,2017-02-28T04:41:36Z,2017-03-01T17:11:37Z,1.292323573,41.76777778,TRUE
538002960,12.91549969,157.4954681,2015-05-17T00:01:18Z,2015-05-19T09:59:07Z,1.752221097,58.74166667,TRUE
529354000,42.16117333,152.46504,2017-07-26T08:32:18Z,2017-07-26T16:00:18Z,1.172775308,8.9025,TRUE
370890000,-46.77717333,-60.66666667,2017-08-06T10:00:08Z,2017-08-06T17:58:59Z,1.273866736,8.059722222,TRUE
374762000,8.668316841,-41.91545486,2017-04-16T08:04:23Z,2017-04-16T17:32:45Z,0.402336205,10.03069444,TRUE
440170000,-4.383948326,171.1337128,2016-12-30T22:00:24Z,2016-12-31T08:59:49Z,0.995157563,11.00013889,TRUE
351370000,2.116050005,8.720716476,2012-04-26T23:31:13Z,2012-04-30T08:29:53Z,1.055909331,82.57694444,TRUE
441418000,-5.495001793,-166.5500336,2017-02-08T16:52:30Z,2017-02-09T00:50:30Z,1.708973317,8.980277778,TRUE
273319440,55.13816834,152.5906525,2014-03-03T01:54:44Z,2014-03-03T11:21:49Z,1.045051529,10.87722222,TRUE
416778000,40.60894012,148.9871521,2015-10-10T10:28:48Z,2015-10-10T14:27:20Z,1.035606302,9.155277778,TRUE
548906000,4.160756588,128.8811798,2016-10-08T08:53:31Z,2016-10-09T01:46:48Z,0.38037994,17.59361111,TRUE
441034000,-0.203730002,171.3803406,2016-01-17T10:23:13Z,2016-01-18T09:20:13Z,1.785092541,29.09888889,TRUE
529642000,2.750483275,7.041999817,2016-03-23T10:29:02Z,2016-03-26T08:55:34Z,0.813717005,72.01305556,TRUE
412660240,9.35951519,-16.93818665,2013-07-15T05:08:19Z,2013-07-15T14:05:32Z,0.860242471,9.628194444,TRUE
353482000,2.99186492,152.1248474,2017-05-15T13:15:16Z,2017-05-16T10:59:54Z,1.75016821,21.94263889,TRUE
529578000,-15.0650835,-131.864502,2014-06-12T11:32:25Z,2014-06-12T23:05:23Z,1.673016693,13.04944444,TRUE
431146000,33.47878265,128.3716125,2017-05-28T19:35:31Z,2017-05-29T04:36:34Z,1.217423738,9.683611111,TRUE
354666000,21.06150246,-17.99281311,2012-02-01T08:35:54Z,2012-02-02T22:36:45Z,1.352348568,39.07222222,TRUE
309578000,-3.824589968,-85.45371246,2014-03-01T02:25:38Z,2014-03-01T12:23:29Z,1.027457986,12.34291667,TRUE
441834000,42.17946625,153.7835236,2014-10-20T01:18:35Z,2014-10-20T11:46:00Z,1.393620622,17.64611111,TRUE
355658000,2.952466726,-81.24514771,2015-09-24T18:31:10Z,2015-09-25T06:02:31Z,1.902322175,17.30583333,TRUE
412676880,6.559138298,-127.6409607,2016-02-22T18:15:47Z,2016-02-23T18:46:03Z,0.494685207,29.85527778,TRUE
273354770,57.78107834,151.105484,2015-04-01T12:14:31Z,2015-04-01T18:45:58Z,1.686939429,8.011666667,TRUE
273825810,54.12805176,154.4827728,2013-01-23T10:30:46Z,2013-01-23T18:00:21Z,0.798257391,11.67402778,TRUE
412371219,36.62706375,122.8282242,2016-12-02T18:57:58Z,2016-12-03T01:56:14Z,0.761877954,8.622222222,TRUE
273355540,47.08648682,140.9983673,2013-10-07T01:58:38Z,2013-10-07T08:58:36Z,0.987682964,8.019305556,TRUE
273824020,42.79745865,134.4966278,2017-12-08T21:27:45Z,2017-12-09T02:24:55Z,1.227208997,8.032222222,TRUE
273442580,59.75286484,169.1882629,2012-03-22T08:12:37Z,2012-03-23T20:41:24Z,0.96037791,38.00763889,TRUE
273844500,59.12358856,157.1890411,2013-11-17T22:59:43Z,2013-11-18T01:59:38Z,1.464128215,8.649027778,TRUE
636016916,-4.975249767,10.493083,2017-05-22T20:46:39Z,2017-05-23T09:17:47Z,0.937426062,17.22236111,TRUE
412371221,3.176721573,169.1962891,2017-01-16T06:20:40Z,2017-01-17T18:42:00Z,1.488716268,36.82916667,TRUE
273810710,57.47806549,148.8089752,2015-12-06T22:24:30Z,2015-12-07T04:21:35Z,1.71917305,10.37597222,TRUE
273342230,57.67224503,150.5193939,2015-05-16T20:58:22Z,2015-05-17T04:56:03Z,0.830216626,8.853055556,TRUE
567487000,-10.2924633,140.2483368,2014-08-03T07:56:33Z,2014-08-05T07:58:32Z,0.036151863,49.58444444,TRUE
529087000,-3.150855064,-165.2573395,2014-09-19T04:35:24Z,2014-09-19T12:05:25Z,1.668085398,11.23152778,TRUE
567231000,-9.065400124,143.7810059,2014-10-23T00:38:49Z,2014-10-24T02:22:28Z,0.207284695,27.62486111,TRUE
355295000,6.550533295,153.8587494,2017-05-26T13:49:20Z,2017-05-29T08:18:12Z,0.777768119,68.69541667,TRUE
273312280,57.90461349,150.2276459,2013-03-22T19:32:09Z,2013-03-23T02:59:53Z,1.601537949,10.87833333,TRUE
352351000,-20.06843376,-19.19166756,2015-03-29T18:38:25Z,2015-03-30T00:11:23Z,0.79994911,9.020277778,TRUE
277247000,3.715333223,4.491499901,2012-02-20T06:32:01Z,2012-02-20T15:36:13Z,0.727482758,11.80041667,TRUE
371295000,13.38273144,58.54040146,2017-03-19T16:15:50Z,2017-03-20T00:17:39Z,0.675047919,9.201111111,TRUE
529567000,7.702683449,105.0930634,2014-03-01T15:24:00Z,2014-03-02T00:53:18Z,0.464646861,15.22722222,TRUE
431263000,35.96114731,15.26408005,2016-10-04T10:01:01Z,2016-10-05T06:57:47Z,0.542103722,21.19263889,TRUE
354655000,35.99175262,24.90878677,2016-01-01T18:01:33Z,2016-01-02T13:59:29Z,0.890869268,20.10055556,TRUE
616735000,11.56170845,-17.07712746,2014-08-16T20:05:57Z,2014-08-17T00:38:49Z,1.137855709,8.164027778,TRUE
567391000,-9.925816536,140.3290863,2012-07-06T21:55:45Z,2012-07-07T06:58:03Z,0.007100475,10.85305556,TRUE
441759000,1.237781644,149.246933,2013-03-30T12:04:50Z,2013-03-30T16:06:09Z,1.871532644,8.35625,TRUE
306303000,24.83966637,-57.805233,2012-02-12T06:09:46Z,2012-02-12T13:24:47Z,1.43466962,8.896111111,TRUE
341759000,71.63271332,3.727131605,2013-07-18T10:49:33Z,2013-07-18T23:17:02Z,0.631137173,14.01819444,TRUE
355199000,-4.094296455,8.065056801,2017-11-12T09:06:57Z,2017-11-12T16:33:57Z,1.757814865,8.75,TRUE
308735000,27.44227982,-15.27626991,2013-05-29T02:01:04Z,2013-05-29T21:01:05Z,1.553730996,21.57055556,TRUE
353631000,42.69229889,139.0613556,2012-04-14T10:44:09Z,2012-04-15T01:13:39Z,0.998771814,15.27805556,TRUE
273820700,42.34166718,133.2649994,2017-02-02T06:24:37Z,2017-02-02T12:51:37Z,1.683029539,10.80027778,TRUE
273251100,78.84150696,54.94205475,2016-08-21T05:10:19Z,2016-08-21T11:42:19Z,1.457936828,8.131805556,TRUE
548003100,-0.599245012,146.7451324,2017-06-18T12:04:11Z,2017-06-18T19:35:40Z,1.200612675,8.275,TRUE
273844510,53.08201218,153.1049805,2012-03-08T13:21:17Z,2012-03-09T11:27:39Z,0.513861064,23.68888889,TRUE
341844000,52.95908356,3.828833342,2016-07-02T19:12:01Z,2016-07-03T04:44:32Z,1.221236018,9.955972222,TRUE
354036000,6.824021816,-18.06319618,2014-04-12T12:14:59Z,2014-04-15T04:30:56Z,0.962314283,72.87402778,TRUE
310324000,0.806333363,-83.06632996,2012-07-15T20:42:51Z,2012-07-16T03:40:40Z,1.904607532,8.694444444,TRUE
576276000,0.015833333,-22.06100082,2012-04-05T07:44:28Z,2012-04-05T13:14:30Z,1.481602648,8.181388889,TRUE
514740000,3.400616646,84.02246857,2014-10-28T03:00:15Z,2014-11-04T20:03:49Z,1.633811293,190.4788889,TRUE
308564000,-16.49295425,11.02678299,2015-01-27T20:09:50Z,2015-01-28T04:42:19Z,1.051107899,9.866388889,TRUE
416308000,-12.51723957,61.17571259,2012-09-28T01:35:43Z,2012-09-28T07:07:22Z,1.139812617,9.135833333,TRUE
529620000,20.3686676,71.3579483,2014-11-29T20:09:10Z,2014-11-30T07:43:18Z,0.093182874,11.76888889,TRUE
273310240,55.41217422,154.3813629,2016-03-22T11:58:54Z,2016-03-22T19:59:17Z,0.957316598,8.765555556,TRUE
371156000,5.05913353,0.467733324,2015-03-21T23:25:22Z,2015-03-22T07:56:12Z,0.800938658,8.948611111,TRUE
616852000,11.0468998,-17.07855034,2013-10-15T12:14:46Z,2013-10-15T15:47:42Z,1.510847883,8.254861111,TRUE
273449760,54.09408188,155.2484741,2016-03-08T14:00:10Z,2016-03-08T21:59:42Z,1.516177402,8.003333333,TRUE
355636000,42.38552094,17.0555191,2013-08-16T01:07:37Z,2013-08-16T10:49:41Z,1.419222084,9.951527778,TRUE
353211424,-31.64022064,43.25455475,2015-07-30T17:02:40Z,2015-07-31T09:12:11Z,1.092782939,19.58888889,TRUE
354260000,42.80365372,158.8908234,2014-07-11T23:39:23Z,2014-07-12T06:37:43Z,1.652645245,8.698888889,TRUE
440116000,0.280126661,160.9203491,2016-01-05T11:49:06Z,2016-01-10T02:16:19Z,1.39823057,114.9461111,TRUE
416788000,47.34585953,159.4143066,2014-08-21T15:54:30Z,2014-08-21T23:52:57Z,1.531095991,10.40763889,TRUE
529844000,-41.77521896,-54.36891174,2016-05-16T18:35:02Z,2016-05-17T01:36:58Z,1.96995579,8.85625,TRUE
229428000,13.6233902,-18.17812347,2013-06-25T19:23:22Z,2013-06-26T03:56:18Z,1.467641081,8.880972222,TRUE
352308000,37.07496643,136.0374908,2014-01-29T12:00:44Z,2014-01-30T12:58:12Z,0.951474103,25.16138889,TRUE
529268000,39.70367432,142.4990387,2017-11-15T07:18:21Z,2017-11-15T21:50:54Z,1.198189403,14.87763889,TRUE
567476000,-4.437150002,127.3924103,2014-12-29T18:00:08Z,2014-12-30T05:37:36Z,1.223570108,12.31041667,TRUE
273814050,41.64393234,148.7354279,2016-09-17T10:31:30Z,2016-09-17T13:59:38Z,1.442864476,9.353194444,TRUE
273829410,51.41374969,155.5859222,2012-07-18T22:28:10Z,2012-07-19T01:30:43Z,1.164027165,9.187083333,TRUE
273383970,41.35666656,131.3800049,2017-06-15T05:59:23Z,2017-06-15T21:57:50Z,0.528641475,16.56819444,TRUE
667003426,29.33467293,124.0863724,2014-05-08T12:17:01Z,2014-05-09T01:49:53Z,0.537604363,14.39194444,TRUE
273395490,51.27666855,158.3533325,2017-10-16T09:00:06Z,2017-10-16T21:58:25Z,1.252536691,13.06541667,TRUE
412322340,3.407399893,168.326004,2016-02-23T07:08:26Z,2016-02-23T18:40:54Z,1.755220949,11.84611111,TRUE
273449510,73.45221333,73.98936,2017-10-16T19:43:28Z,2017-10-17T10:58:36Z,0.111314083,15.64972222,TRUE
373897000,-59.23797333,-46.36477333,2017-07-25T23:23:46Z,2017-07-26T10:26:40Z,0.857784781,12.1125,TRUE
354569000,25.05026436,56.89624023,2014-06-14T16:37:26Z,2014-06-15T13:58:34Z,0.679704743,21.83027778,TRUE
351817000,-38.44694519,-82.35358429,2013-08-05T22:22:37Z,2013-08-06T13:23:02Z,1.389220851,16.63444444,TRUE
273833000,58.17327499,147.983017,2013-01-16T13:32:29Z,2013-01-16T19:03:29Z,1.619093341,8.409583333,TRUE
374505000,5.344316483,167.1358948,2016-09-28T22:22:44Z,2016-09-29T06:55:42Z,0.389232242,8.998888889,TRUE
273257000,59.42791367,166.3309021,2017-03-02T17:35:40Z,2017-03-03T01:33:12Z,1.115672755,8.513888889,TRUE
416521000,40.59650421,149.1394196,2015-10-14T16:49:32Z,2015-10-15T01:16:37Z,1.800259396,10.61152778,TRUE
341353000,3.37092495,6.302006722,2015-12-07T12:17:27Z,2015-12-07T19:45:48Z,0.864158991,9.039583333,TRUE
577161000,-9.810261726,-125.0091324,2016-09-17T14:14:14Z,2016-09-17T21:44:14Z,1.639125561,8.074861111,TRUE
371785000,-0.70450002,140.1434479,2012-01-21T11:46:22Z,2012-01-23T01:43:43Z,1.225746342,39.07777778,TRUE
244820009,3.10697341,-153.4533691,2015-03-03T04:07:30Z,2015-03-03T20:10:07Z,1.721758685,16.85472222,TRUE
412331049,-46.37303162,-60.35541153,2017-03-27T22:27:47Z,2017-03-28T11:58:50Z,0.607483331,14.06152778,TRUE
273398570,74.83491516,49.96937943,2017-04-06T07:48:27Z,2017-04-06T14:21:07Z,1.919140022,8.96,TRUE
412440364,41.73410797,151.3199463,2017-07-25T09:27:16Z,2017-07-25T21:25:16Z,0.328762898,13.70277778,TRUE
636017709,18.00449753,161.038147,2017-10-24T16:16:47Z,2017-10-25T01:44:15Z,0.927377717,10.11222222,TRUE
374014000,-27.00469333,-160.0065333,2017-09-16T10:00:09Z,2017-09-16T18:59:49Z,0.552302644,9.024444444,TRUE
319166000,33.1868248,-9.206058502,2012-01-05T13:28:52Z,2012-01-06T13:53:01Z,1.495272326,24.51277778,TRUE
273359920,43.1349144,146.4030914,2015-10-06T11:27:15Z,2015-10-06T13:27:19Z,0.888388802,13.28583333,TRUE
529086000,-27.03043938,-150.0164795,2014-09-22T04:06:44Z,2014-09-22T08:36:19Z,0.374813016,8.437916667,TRUE
440222000,-6.025286675,169.4229126,2017-10-15T21:00:14Z,2017-10-16T07:59:50Z,1.270671957,11.08347222,TRUE
373246000,28.82216644,-78.82483673,2013-08-30T21:14:02Z,2013-08-31T05:33:34Z,0.692675744,9.807916667,TRUE
353982000,4.693854809,-3.725820065,2016-12-07T13:18:30Z,2016-12-08T01:46:40Z,1.128742937,12.96402778,TRUE
416702000,-12.01004791,65.91946411,2012-02-10T01:22:18Z,2012-02-10T06:25:00Z,1.123441353,8.857222222,TRUE
576414000,-8.312333107,-150.3506622,2015-06-16T18:26:04Z,2015-06-16T23:55:27Z,1.321051405,8.962916667,TRUE
244542000,4.268459797,-3.712031603,2016-01-27T22:29:15Z,2016-01-28T07:30:42Z,0.262117728,10.08361111,TRUE
273313840,55.65788269,162.6790466,2012-03-05T09:38:19Z,2012-03-05T22:37:40Z,0.549808824,14.05347222,TRUE
529758000,39.57944107,148.8577423,2015-05-30T01:47:20Z,2015-05-30T11:17:18Z,1.556085425,9.499444444,TRUE
355966000,6.366099834,167.6774597,2016-09-11T19:08:30Z,2016-09-12T07:37:11Z,0.739967842,12.90430556,TRUE
667001392,39.44422531,147.0561066,2016-11-07T04:29:50Z,2016-11-07T11:31:39Z,1.320100042,8.885972222,TRUE
441822000,1.793416619,152.5821381,2013-04-13T20:18:23Z,2013-04-16T00:48:12Z,1.498326887,53.72694444,TRUE
352894000,0.407848328,117.7751846,2013-01-29T03:04:04Z,2013-01-29T05:35:08Z,1.395160886,16.53944444,TRUE
431678000,5.444978237,-29.7533226,2017-04-21T22:20:03Z,2017-04-22T04:47:05Z,1.174560887,8.026944444,TRUE
312862000,7.155366898,-14.15756702,2012-10-18T09:48:43Z,2012-10-18T16:20:20Z,0.811660775,8.792638889,TRUE
416542000,-46.59276199,-60.83381271,2016-01-19T16:55:20Z,2016-01-20T00:57:00Z,0.278534663,9.483055556,TRUE
334622000,-10.38020039,61.79352188,2015-11-07T14:17:11Z,2015-11-08T00:49:10Z,0.227390362,10.90416667,TRUE
273813810,46.63805008,139.0000305,2012-04-30T11:04:17Z,2012-05-01T00:05:47Z,0.782024281,16.42111111,TRUE
538002995,38.48122787,121.9839706,2013-05-11T18:05:18Z,2013-05-12T18:54:02Z,0.035080271,25.02055556,TRUE
518100019,41.2962532,150.8804779,2015-08-06T14:11:07Z,2015-08-06T21:39:51Z,1.197381867,8.439444444,TRUE
538002996,-3.03692174,177.2792969,2012-10-26T10:46:40Z,2012-10-27T19:48:22Z,1.567045265,34.64027778,TRUE
538002997,2.4296,158.3068542,2012-12-23T05:44:28Z,2012-12-26T14:13:28Z,1.201254154,82.32652778,TRUE
538002998,38.42216492,121.9089966,2013-04-21T11:10:05Z,2013-04-23T15:14:31Z,0.071422909,52.87875,TRUE
416223800,-0.714851677,159.9903717,2016-03-04T02:04:38Z,2016-03-04T20:36:51Z,1.666366693,19.32416667,TRUE
244915000,22.80483246,37.78316498,2012-04-30T02:46:39Z,2012-05-01T11:35:00Z,1.177590414,36.77138889,TRUE
374611000,2.059141636,153.029007,2017-04-29T21:48:19Z,2017-04-30T04:46:39Z,1.210536587,8.112222222,TRUE
229587000,-18.00989532,-79.09272003,2014-01-04T10:15:50Z,2014-01-04T15:17:27Z,1.557765038,8.895138889,TRUE
258963000,4.510266781,0.567996681,2014-11-25T16:17:21Z,2014-11-29T03:19:34Z,0.845413234,83.72416667,TRUE
351763000,-12.44433308,-83.50183105,2013-07-16T16:47:50Z,2013-07-16T20:46:38Z,1.180212355,8.526111111,TRUE
529523000,-14.65633297,-170.0608215,2014-11-30T10:02:10Z,2014-11-30T18:59:48Z,1.194091208,10.35958333,TRUE
351795000,-16.2474556,50.56352997,2013-10-09T16:08:59Z,2013-10-10T08:36:07Z,0.951950075,18.17416667,TRUE
576414009,-10.51449966,-147.6858368,2014-10-28T06:51:01Z,2014-10-28T14:49:34Z,0.266360685,8.840972222,TRUE
273394490,55.12365341,154.2393799,2017-01-29T07:15:32Z,2017-01-29T14:45:48Z,1.277513524,8.898194444,TRUE
273219900,70.53379822,41.26013184,2015-12-25T01:59:50Z,2015-12-25T09:57:48Z,1.494375435,8.88375,TRUE
311043900,4.536031723,2.751388311,2012-01-03T00:19:33Z,2012-01-08T19:27:31Z,0.652345046,139.9820833,TRUE
636016700,-8.162783623,11.70166016,2017-07-23T11:02:09Z,2017-07-23T21:35:07Z,0.709131488,11.41152778,TRUE
636017468,-9.887666702,-146.1560059,2016-10-14T04:07:53Z,2016-10-14T12:05:41Z,0.828773958,9.084583333,TRUE
273819710,57.29043198,151.4288177,2013-01-23T10:32:17Z,2013-01-24T02:33:10Z,1.128912517,17.52013889,TRUE
576328000,-27.94876671,37.79863358,2014-03-23T07:41:47Z,2014-03-23T11:40:46Z,1.649165673,9.245833333,TRUE
341384000,5.105178356,0.196408331,2014-01-20T18:05:44Z,2014-01-21T00:08:40Z,1.41172268,8.337222222,TRUE
529608000,42.60225677,158.2508698,2013-10-06T17:21:22Z,2013-10-07T08:18:51Z,1.548136661,16.62069444,TRUE
529096000,-8.018033028,173.4097443,2015-01-28T02:23:09Z,2015-01-29T10:54:37Z,1.447630082,36.38125,TRUE
356616000,5.81317997,127.4439087,2015-03-10T02:53:24Z,2015-03-10T13:25:21Z,1.246048221,16.27347222,TRUE
352360000,-3.932914972,146.1080475,2012-06-22T10:15:24Z,2012-06-22T17:42:24Z,1.624487401,9.219305556,TRUE
441032000,43.93325043,156.2415924,2013-10-09T11:24:15Z,2013-10-09T14:54:14Z,1.290552807,8.928611111,TRUE
311009600,23.51534081,-16.77783585,2015-09-27T10:46:20Z,2015-09-28T14:55:51Z,1.743501685,30.94138889,TRUE
354408000,-10.90692139,-81.63706207,2012-10-31T15:43:31Z,2012-10-31T21:12:32Z,1.383935662,9.169444444,TRUE
355720000,41.31301333,151.6839733,2017-11-08T22:32:15Z,2017-11-09T02:34:01Z,1.608314565,10.06569444,TRUE
518184000,-2.999236584,-81.1244278,2012-08-03T01:55:58Z,2012-08-03T14:54:08Z,1.318169668,14.49916667,TRUE
351336000,28.92378426,-15.13933373,2014-01-09T19:07:12Z,2014-01-10T03:37:04Z,0.562791297,9.384861111,TRUE
273356610,55.39578629,147.6797333,2016-12-25T11:02:31Z,2016-12-25T20:32:20Z,1.088427251,9.768055556,TRUE
273332290,56.04293442,146.8462372,2017-01-16T13:59:31Z,2017-01-16T20:26:32Z,1.111305406,12.80805556,TRUE
412439619,8.093096733,157.4937439,2017-04-07T13:24:31Z,2017-04-07T21:56:58Z,1.664413378,9.2075,TRUE
273813060,59.42285156,165.7938538,2012-02-14T03:00:17Z,2012-02-14T21:55:46Z,0.711385921,19.71847222,TRUE
273358660,55.82217407,143.8202362,2016-07-18T13:59:46Z,2016-07-18T20:28:59Z,0.68007784,8.003333333,TRUE
548050500,-4.08133316,147.2228241,2014-10-26T17:01:41Z,2014-11-07T23:59:07Z,0.207470904,295.21,TRUE
312413000,1.852434993,162.7923126,2014-06-28T07:44:50Z,2014-07-01T03:31:15Z,1.289731544,69.62513889,TRUE
273353800,55.82799912,149.9434662,2017-02-06T09:24:21Z,2017-02-06T15:53:20Z,1.292914692,9.339027778,TRUE
548541000,42.18216705,-140.1321564,2012-07-12T21:34:53Z,2012-07-13T06:35:15Z,1.126124524,10.39875,TRUE
354493000,42.33594131,151.4903259,2016-10-10T20:03:53Z,2016-10-11T04:34:08Z,1.221276433,9.524583333,TRUE
441725000,6.297576904,166.7924194,2015-04-14T12:55:33Z,2015-04-14T22:25:30Z,1.695913759,10.54916667,TRUE
567293000,-9.624219894,61.30324173,2014-01-02T03:18:17Z,2014-01-02T14:24:13Z,0.308581412,11.38111111,TRUE
355357000,20.94725037,88.08423615,2017-02-10T15:51:12Z,2017-02-13T10:57:07Z,0.018538062,67.09861111,TRUE
353981000,-53.17540741,-65.85511017,2015-05-16T04:26:14Z,2015-05-16T13:58:42Z,0.829133572,9.867777778,TRUE
308765000,-47.0610466,-60.65829468,2015-03-04T15:03:47Z,2015-03-05T01:03:26Z,0.911858633,10.73430556,TRUE
576285000,-5.084849834,-12.45339966,2012-01-12T23:49:55Z,2012-01-13T07:20:44Z,1.271290825,10.03166667,TRUE
352349000,-45.6483345,-59.50636673,2015-03-17T02:50:22Z,2015-03-17T11:50:21Z,1.365997714,9.904444444,TRUE
374173000,43.29210667,154.9284,2017-09-29T23:24:17Z,2017-09-30T08:55:41Z,1.096937019,9.972222222,TRUE
374045000,38.39015961,148.7623749,2016-10-30T09:58:19Z,2016-10-30T19:00:10Z,1.210391018,15.98805556,TRUE
441949000,-19.73092651,83.46286774,2015-11-21T03:42:59Z,2015-11-21T14:44:05Z,1.522835297,15.3475,TRUE
354461000,-45.33441162,-60.49548721,2017-02-23T05:02:33Z,2017-02-23T12:59:51Z,1.252473105,8.013611111,TRUE
